root,word,count,reason
ءلل,كَالَّذِي,5,alignment_failed
ءلل,كَالَّذِينَ,9,alignment_failed
ءلل,لَلَّذِي,1,alignment_failed
ءلل,لَلَّذِينَ,1,alignment_failed
ءلل,لِلَّتِي,1,alignment_failed
ءلل,لِلَّذِي,3,alignment_failed
ءلل,لِلَّذِينَ,79,alignment_failed
ءلل,وَالَّتِي,2,alignment_failed
ءلل,وَالَّذَانِ,1,alignment_failed
ءلل,وَالَّذِي,15,alignment_failed
ءلل,وَالَّذِين,1,alignment_failed
ءلل,وَالَّذِينَ,163,alignment_failed
ءلل,وَالَّلائِي,2,alignment_failed
ءلل,وَالَّلاتِي,2,alignment_failed
ءلل,وَبِالَّذِي,1,alignment_failed
ءلل,وَلِلَّذِينَ,1,alignment_failed
ءله,ءَأَالِهَتُنَا,1,divine_lexeme
ءله,ءَإِلَهٌ,5,divine_lexeme
ءله,ءَاللَّهُ,2,divine_lexeme
ءله,ءَالِهَةً,13,divine_lexeme
ءله,ءَالِهَةٌ,4,divine_lexeme
ءله,ءَالِهَتَكُم,3,divine_lexeme
ءله,ءَالِهَتَنَا,1,divine_lexeme
ءله,ءَالِهَتُهُمُ,1,divine_lexeme
ءله,ءَالِهَتِكُم,1,divine_lexeme
ءله,ءَالِهَتِنَا,4,divine_lexeme
ءله,ءَالِهَتِهِم,1,divine_lexeme
ءله,ءَالِهَتِي,1,divine_lexeme
ءله,أَبِاللَّهِ,1,divine_lexeme
ءله,إِلَهًا,16,divine_lexeme
ءله,إِلَهٌ,18,divine_lexeme
ءله,إِلَهٍ,15,divine_lexeme
ءله,إِلَهَ,37,divine_lexeme
ءله,إِلَهَكَ,1,divine_lexeme
ءله,إِلَهَكُم,2,divine_lexeme
ءله,إِلَهَهُ,2,divine_lexeme
ءله,إِلَهَيْنِ,2,divine_lexeme
ءله,إِلَهُكُم,4,divine_lexeme
ءله,إِلَهُكُمُ,1,divine_lexeme
ءله,إِلَهِ,3,divine_lexeme
ءله,إِلَهِكَ,1,divine_lexeme
ءله,الأَلِهَةَ,1,divine_lexeme
ءله,اللَّهَ,592,divine_lexeme
ءله,اللَّهُ,733,divine_lexeme
ءله,اللَّهُمَّ,5,divine_lexeme
ءله,اللَّهِ,828,divine_lexeme
ءله,بِأَلِهَتِنَا,2,divine_lexeme
ءله,بِاللَّهِ,139,divine_lexeme
ءله,تَاللَّهِ,8,divine_lexeme
ءله,فَإِلَهُكُم,1,divine_lexeme
ءله,فَاللَّهُ,6,divine_lexeme
ءله,فَلِلَّهِ,6,divine_lexeme
ءله,لِلَّهِ,116,divine_lexeme
ءله,وَءَالِهَتَكَ,1,divine_lexeme
ءله,وَإِلَهَ,1,divine_lexeme
ءله,وَإِلَهُ,1,divine_lexeme
ءله,وَإِلَهُكُم,2,divine_lexeme
ءله,وَإِلَهُنَا,1,divine_lexeme
ءله,وَاللَّهُ,239,divine_lexeme
ءله,وَاللَّهِ,1,divine_lexeme
ءله,وَتَاللَّهِ,1,divine_lexeme
ءلو,يَأْلُونَكُم,1,weak_root
ءلو,يُؤْلُونَ,1,weak_root
ءلى,إِلَى,405,weak_root
ءلى,إِلَيَّ,25,weak_root
ءلى,إِلَيْكَ,74,weak_root
ءلى,إِلَيْكُم,26,weak_root
ءلى,إِلَيْكُمَا,1,weak_root
ءلى,إِلَيْكُمُ,6,weak_root
ءلى,إِلَيْكِ,3,weak_root
ءلى,إِلَيْنَا,19,weak_root
ءلى,إِلَيْهَا,4,weak_root
ءلى,إِلَيْهِ,76,weak_root
ءلى,إِلَيْهِم,37,weak_root
ءلى,إِلَيْهِمُ,3,weak_root
ءلى,إِلَيْهِنَّ,2,weak_root
ءلى,فَإِلَيْنَا,2,weak_root
ءلى,فَإِلَيْهِ,1,weak_root
ءلى,لإِلَى,2,weak_root
ءلى,وَإِلَى,27,weak_root
ءلى,وَإِلَيَّ,1,weak_root
ءلى,وَإِلَيْكَ,3,weak_root
ءلى,وَإِلَيْنَا,3,weak_root
ءلى,وَإِلَيْهِ,22,weak_root
ءلي,ءَالاَءَ,2,weak_root
ءلي,ءَالاَءِ,32,weak_root
ءلي,ءَالَ,11,weak_root
ءلي,ءَالُ,2,weak_root
ءلي,ءَالِ,9,weak_root
ءلي,أَهَؤُلاَءِ,4,weak_root
ءلي,أُولاَتِ,1,weak_root
ءلي,أُولَئِكَ,133,weak_root
ءلي,أُولَئِكُم,1,weak_root
ءلي,أُولُوا,13,weak_root
ءلي,بِأَلِ,1,weak_root
ءلي,فَأُولَئِكَ,46,weak_root
ءلي,هَؤُلاَءِ,41,weak_root
ءلي,وَءَالَ,2,weak_root
ءلي,وَءَالُ,1,weak_root
ءلي,وَأُولاَتُ,1,weak_root
ءلي,وَأُولَئِكَ,25,weak_root
ءلي,وَأُولَئِكُم,1,weak_root
ءلي,وَأُولُوا,4,weak_root
ءلي,وَهَؤُلاَءِ,1,weak_root
ءم,أَم,109,root_too_short
ءم,أَمِ,12,root_too_short
ءم,أَمَّا,8,root_too_short
ءم,أَمَّن,12,root_too_short
ءم,إِمَّا,9,root_too_short
ءم,فَأَمَّا,22,root_too_short
ءم,فَإِمَّا,7,root_too_short
ءم,وَأَمَّا,28,root_too_short
ءم,وَإِمَّا,13,root_too_short
ءمم,وَلأَمَةٌ,1,alignment_failed
ءن,أَءِنَّا,9,root_too_short
ءن,أَءِنَّكَ,2,root_too_short
ءن,أَئِن,1,root_too_short
ءن,أَئِنَّ,1,root_too_short
ءن,أَئِنَّا,2,root_too_short
ءن,أَئِنَّكُم,4,root_too_short
ءن,أَفَإِين,2,root_too_short
ءن,أَلاَّ,45,root_too_short
ءن,أَلَن,1,root_too_short
ءن,أَلَّن,2,root_too_short
ءن,أَن,519,root_too_short
ءن,أَنِ,20,root_too_short
ءن,أَنَّ,99,root_too_short
ءن,أَنَّا,18,root_too_short
ءن,أَنَّكَ,3,root_too_short
ءن,أَنَّكُم,14,root_too_short
ءن,أَنَّمَا,19,root_too_short
ءن,أَنَّنَا,1,root_too_short
ءن,أَنَّهَا,4,root_too_short
ءن,أَنَّهُ,23,root_too_short
ءن,أَنَّهُم,41,root_too_short
ءن,أَنَّهُمَا,2,root_too_short
ءن,أَنَّى,15,root_too_short
ءن,أَنِّي,15,root_too_short
ءن,إِلاَّ,662,root_too_short
ءن,إِن,344,root_too_short
ءن,إِنِ,13,root_too_short
ءن,إِنَّ,609,root_too_short
ءن,إِنَّا,156,root_too_short
ءن,إِنَّكَ,49,root_too_short
ءن,إِنَّكُم,31,root_too_short
ءن,إِنَّكِ,1,root_too_short
ءن,إِنَّمَا,113,root_too_short
ءن,إِنَّنَا,5,root_too_short
ءن,إِنَّنِي,6,root_too_short
ءن,إِنَّهَا,15,root_too_short
ءن,إِنَّهُ,147,root_too_short
ءن,إِنَّهُم,62,root_too_short
ءن,إِنَّهُمَا,1,root_too_short
ءن,إِنَّهُمُ,1,root_too_short
ءن,إِنَّهُنَّ,1,root_too_short
ءن,إِنِّي,131,root_too_short
ءن,بِأَن,3,root_too_short
ءن,بِأَنَّ,14,root_too_short
ءن,بِأَنَّا,2,root_too_short
ءن,بِأَنَّكُمُ,1,root_too_short
ءن,بِأَنَّنَا,1,root_too_short
ءن,بِأَنَّهُ,2,root_too_short
ءن,بِأَنَّهُم,24,root_too_short
ءن,بِأَنَّهُمُ,2,root_too_short
ءن,فَأَنَّ,2,root_too_short
ءن,فَأَنَّهُ,2,root_too_short
ءن,فَإِلَّم,1,root_too_short
ءن,فَإِن,89,root_too_short
ءن,فَإِنِ,8,root_too_short
ءن,فَإِنَّ,71,root_too_short
ءن,فَإِنَّا,10,root_too_short
ءن,فَإِنَّكَ,9,root_too_short
ءن,فَإِنَّكُم,2,root_too_short
ءن,فَإِنَّمَا,30,root_too_short
ءن,فَإِنَّهَا,3,root_too_short
ءن,فَإِنَّهُ,15,root_too_short
ءن,فَإِنَّهُم,10,root_too_short
ءن,فَإِنِّي,6,root_too_short
ءن,لأَن,1,root_too_short
ءن,لَئِن,25,root_too_short
ءن,لَئِنِ,3,root_too_short
ءن,لِئَلاَّ,3,root_too_short
ءن,وَأَلَّوِ,1,root_too_short
ءن,وَأَن,22,root_too_short
ءن,وَأَنِ,3,root_too_short
ءن,وَأَنَّ,43,root_too_short
ءن,وَأَنَّا,8,root_too_short
ءن,وَأَنَّكَ,1,root_too_short
ءن,وَأَنَّكُم,1,root_too_short
ءن,وَأَنَّهُ,13,root_too_short
ءن,وَأَنَّهُم,5,root_too_short
ءن,وَأَنَّى,2,root_too_short
ءن,وَأَنِّي,2,root_too_short
ءن,وَإِلاَّ,2,root_too_short
ءن,وَإِن,170,root_too_short
ءن,وَإِنِ,3,root_too_short
ءن,وَإِنَّ,81,root_too_short
ءن,وَإِنَّا,33,root_too_short
ءن,وَإِنَّكَ,6,root_too_short
ءن,وَإِنَّكُم,3,root_too_short
ءن,وَإِنَّمَا,3,root_too_short
ءن,وَإِنَّنَا,1,root_too_short
ءن,وَإِنَّنِي,1,root_too_short
ءن,وَإِنَّهَا,2,root_too_short
ءن,وَإِنَّهُ,24,root_too_short
ءن,وَإِنَّهُم,11,root_too_short
ءن,وَإِنَّهُمَا,1,root_too_short
ءن,وَإِنِّي,14,root_too_short
ءن,وَلَئِن,30,root_too_short
ءن,وَلَئِنِ,3,root_too_short
ءنا,أَنَا,48,weak_root
ءنا,فَأَنَا,1,weak_root
ءنا,وَأَنَا,18,weak_root
ءنس,لِلنَّاسِ,12,alignment_failed
ءنى,فَأَنَّى,11,weak_root
ءني,ءَانٍ,1,weak_root
ءني,ءَانَاءَ,2,weak_root
ءني,ءَانَاءِي,1,weak_root
ءني,ءَانِيَةٍ,1,weak_root
ءني,إِنَاهُ,1,weak_root
ءني,بِأَنِيَةٍ,1,weak_root
ءني,يَأْنِ,1,weak_root
ءو,أَو,264,root_too_short
ءو,أَوَ,45,root_too_short
ءو,أَوِ,16,root_too_short
ءوب,أَوَّابٌ,4,weak_root
ءوب,أَوَّابٍ,1,weak_root
ءوب,أَوِّبِي,1,weak_root
ءوب,إِيَابَهُم,1,weak_root
ءوب,الْمَئَابِ,1,weak_root
ءوب,لِلأَوَّابِينَ,1,weak_root
ءوب,مَئَابًا,2,weak_root
ءوب,مَئَابٍ,5,weak_root
ءوب,مَئَابِ,1,weak_root
ءود,يَئُودُهُ,1,weak_root
ءول,أَوَّلَ,16,weak_root
ءول,أَوَّلُ,3,weak_root
ءول,أَوَّلِ,1,weak_root
ءول,أُولاَهُم,1,weak_root
ءول,أُولاَهُمَا,1,weak_root
ءول,الأَوَّلُ,1,weak_root
ءول,الأَوَّلُونَ,6,weak_root
ءول,الأَوَّلِ,1,weak_root
ءول,الأَوَّلِينَ,31,weak_root
ءول,الأَوْلَيَانِ,1,weak_root
ءول,الأُولَى,14,weak_root
ءول,بِتَأْوِيلِ,2,weak_root
ءول,بِتَأْوِيلِهِ,3,weak_root
ءول,تَأْوِيلاً,2,weak_root
ءول,تَأْوِيلَهُ,2,weak_root
ءول,تَأْوِيلُ,2,weak_root
ءول,تَأْوِيلُهُ,2,weak_root
ءول,تَأْوِيلِ,3,weak_root
ءول,تَأْوِيلِهِ,1,weak_root
ءول,فَأَوْلَى,1,weak_root
ءول,لأَوَّلِ,1,weak_root
ءول,لأَوَّلِنَا,1,weak_root
ءول,لأُولاَهُم,1,weak_root
ءول,وَالأَوَّلِينَ,1,weak_root
ءول,وَالأُولَى,3,weak_root
ءوه,أَوَّاهٌ,1,weak_root
ءوه,لأَوَّاهٌ,1,weak_root
ءوي,ءَاوَوا,2,weak_root
ءوي,ءَاوَى,2,weak_root
ءوي,ءَاوِي,1,weak_root
ءوي,أَوَى,1,weak_root
ءوي,أَوَيْنَا,1,weak_root
ءوي,الْمَأْوَى,4,weak_root
ءوي,تُئْوِيهِ,1,weak_root
ءوي,سَأَوِي,1,weak_root
ءوي,فَأَوَاكُم,1,weak_root
ءوي,فَأَوَى,1,weak_root
ءوي,فَأْوُا,1,weak_root
ءوي,فَمَأْوَاهُمُ,1,weak_root
ءوي,مَأْوَاكُمُ,1,weak_root
ءوي,مَأْوَاهُم,4,weak_root
ءوي,مَأْوَاهُمُ,1,weak_root
ءوي,وَءَاوَيْنَاهُمَا,1,weak_root
ءوي,وَتُئْوِي,1,weak_root
ءوي,وَمَأْوَاكُمُ,2,weak_root
ءوي,وَمَأْوَاهُ,3,weak_root
ءوي,وَمَأْوَاهُم,4,weak_root
ءوي,وَمَأْوَاهُمُ,2,weak_root
ءيد,أَيَّدتُّكَ,1,weak_root
ءيد,أَيَّدَكَ,1,weak_root
ءيد,فَأَيَّدْنَا,1,weak_root
ءيد,وَأَيَّدَكُم,1,weak_root
ءيد,وَأَيَّدَهُ,1,weak_root
ءيد,وَأَيَّدَهُم,1,weak_root
ءيد,وَأَيَّدْنَاهُ,2,weak_root
ءيد,يُؤَيِّدُ,1,weak_root
ءيك,الأَيْكَةِ,2,weak_root
ءيك,لْئَيْكَةِ,2,weak_root
ءيم,الأَيَامَى,1,weak_root
ءين,ءَالأَنَ,2,weak_root
ءين,أَيْنَ,14,weak_root
ءين,أَيْنَمَا,3,weak_root
ءين,الأَنَ,5,weak_root
ءين,فَأَيْنَ,1,weak_root
ءين,فَأَيْنَمَا,1,weak_root
ءين,فَالأَنَ,1,weak_root
ءيه,ءَايَاتٌ,7,weak_root
ءيه,ءَايَاتٍ,10,weak_root
ءيه,ءَايَاتُ,13,weak_root
ءيه,ءَايَاتُنَا,12,weak_root
ءيه,ءَايَاتُهُ,4,weak_root
ءيه,ءَايَاتِ,21,weak_root
ءيه,ءَايَاتِكَ,3,weak_root
ءيه,ءَايَاتِنَا,22,weak_root
ءيه,ءَايَاتِهَا,1,weak_root
ءيه,ءَايَاتِهِ,27,weak_root
ءيه,ءَايَاتِي,9,weak_root
ءيه,ءَايَاتِيَ,1,weak_root
ءيه,ءَايَةً,23,weak_root
ءيه,ءَايَةٌ,9,weak_root
ءيه,ءَايَةٍ,12,weak_root
ءيه,ءَايَةَ,3,weak_root
ءيه,ءَايَتَيْنِ,1,weak_root
ءيه,ءَايَتُكَ,2,weak_root
ءيه,أَيَاتٌ,1,weak_root
ءيه,الأَيَاتُ,3,weak_root
ءيه,الأَيَاتِ,28,weak_root
ءيه,الأَيَةَ,1,weak_root
ءيه,بِأَيَاتِ,34,weak_root
ءيه,بِأَيَاتِنَا,57,weak_root
ءيه,بِأَيَاتِهِ,4,weak_root
ءيه,بِأَيَاتِي,4,weak_root
ءيه,بِأَيَةٍ,12,weak_root
ءيه,بِالأَيَاتِ,2,weak_root
ءيه,لأَيَاتٍ,29,weak_root
ءيه,لأَيَاتِنَا,1,weak_root
ءيه,لأَيَةً,20,weak_root
ءيه,وَءَايَاتِهِ,2,weak_root
ءيه,وَءَايَةً,1,weak_root
ءيه,وَءَايَةٌ,3,weak_root
ءيو,إِي,1,weak_root
ءيوب,أَيُّوبَ,1,weak_root
ءيوب,وَأَيُّوبَ,3,weak_root
ءيي,أَيًّا,1,weak_root
ءيي,أَيَّ,1,weak_root
ءيي,أَيَّانَ,6,weak_root
ءيي,أَيَّتُهَا,1,weak_root
ءيي,أَيَّمَا,1,weak_root
ءيي,أَيُّ,3,weak_root
ءيي,أَيُّكُم,4,weak_root
ءيي,أَيُّنَا,1,weak_root
ءيي,أَيُّهَ,2,weak_root
ءيي,أَيُّهَا,8,weak_root
ءيي,أَيُّهُم,6,weak_root
ءيي,أَيِّ,2,weak_root
ءيي,إِيَّاكَ,1,weak_root
ءيي,إِيَّاكُم,2,weak_root
ءيي,إِيَّانَا,2,weak_root
ءيي,إِيَّاهُ,8,weak_root
ءيي,بِأَييِّكُمُ,1,weak_root
ءيي,بِأَيِّ,2,weak_root
ءيي,فَأَيَّ,1,weak_root
ءيي,فَأَيُّ,1,weak_root
ءيي,فَإِيَّايَ,2,weak_root
ءيي,فَبِأَيِّ,35,weak_root
ءيي,فَكَأَيِّن,1,weak_root
ءيي,لأَيِّ,1,weak_root
ءيي,وَإِيَّاكَ,1,weak_root
ءيي,وَإِيَّاكُم,4,weak_root
ءيي,وَإِيَّاهُم,1,weak_root
ءيي,وَإِيَّايَ,3,weak_root
ءيي,وَكَأَيِّن,6,weak_root
ءيي,يَاأَيَّتُهَا,1,weak_root
ءيي,يَاأَيُّهَ,1,weak_root
ءيي,يَاأَيُّهَا,142,weak_root
إبراهيم,إِبْرَاهِمَ,9,root_too_long
إبراهيم,إِبْرَاهِمُ,6,root_too_long
إبراهيم,إِبْرَاهِيمَ,38,root_too_long
إبراهيم,إِبْرَاهِيمُ,5,root_too_long
إبراهيم,بِإِبْرَاهِيمَ,1,root_too_long
إبراهيم,لإَبْرَاهِيمَ,1,root_too_long
إبراهيم,لإِبْرَاهِيمَ,1,root_too_long
إبراهيم,وَإِبْرَاهِيمَ,4,root_too_long
إبراهيم,يَاإِبْرَاهِيمُ,4,root_too_long
إدريس,إِدْرِيسَ,1,root_too_long
إدريس,وَإِدْرِيسَ,1,root_too_long
إسحاق,إِسْحَاقَ,6,root_too_long
إسحاق,بِإِسْحَاقَ,2,root_too_long
إسحاق,وَإِسْحَاقَ,9,root_too_long
إسرائيل,إِسْرَاءِيلَ,41,root_too_long
إسرائيل,إِسْرَاءِيلُ,1,root_too_long
إسرائيل,وَإِسْرَاءِيلَ,1,root_too_long
إسماعيل,إِسْمَاعِيلَ,3,root_too_long
إسماعيل,وَإِسْمَاعِيلَ,8,root_too_long
إسماعيل,وَإِسْمَاعِيلُ,1,root_too_long
إلياس,إِلْيَاسَ,1,root_too_long
إلياس,وَإِلْيَاسَ,1,root_too_long
الر,الر,5,weak_root
الم,الم,6,weak_root
المر,المر,1,weak_root
المص,المص,1,weak_root
ب,بِكَ,10,root_too_short
ب,بِكُم,29,root_too_short
ب,بِكُمُ,6,root_too_short
ب,بِمَ,1,root_too_short
ب,بِنَا,4,root_too_short
ب,بِهَا,79,root_too_short
ب,بِهِ,327,root_too_short
ب,بِهِم,36,root_too_short
