Word
آللَّهُ	EXCLUDED_NAME	2
يُونُسَ	EXCLUDED_NAME	2
صَالِحٍ	EXCLUDED_NAME	2
هُودٍ	EXCLUDED_NAME	2
لِسَانَ	EXCLUDED_NAME	2
السَّامِرِيُّ	EXCLUDED_NAME	2
هَارُونُ	EXCLUDED_NAME	2
حَرِيرٌ	EXCLUDED_NAME	2
شَجَرَةٍ	EXCLUDED_NAME	2
سَحَابٌ	EXCLUDED_NAME	2
مِلْحٌ	EXCLUDED_NAME	2
لُوطٌ	EXCLUDED_NAME	2
مَطَرُ	EXCLUDED_NAME	2
هَامَانُ	EXCLUDED_NAME	2
عَيْنَ	EXCLUDED_NAME	2
عِينٌ	EXCLUDED_NAME	2
تُبَّعٍ	EXCLUDED_NAME	2
عِينٍ	EXCLUDED_NAME	2
يُحْيِيَ	EXCLUDED_NAME	2
الْقَمَرُ	EXCLUDED_NAME	2
مَالِكِ	EXCLUDED_NAME	1
بَعُوضَةً	EXCLUDED_NAME	1
بَقَرَةً	EXCLUDED_NAME	1
مُلْكِ	EXCLUDED_NAME	1
هَارُوتَ	EXCLUDED_NAME	1
قِبْلَةَ	EXCLUDED_NAME	1
صَلَوَاتٌ	EXCLUDED_NAME	1
الصَّفَا	EXCLUDED_NAME	1
حَجَّ	EXCLUDED_NAME	1
رَمَضَانَ	EXCLUDED_NAME	1
عَرَفَاتٍ	EXCLUDED_NAME	1
طَالُوتَ	EXCLUDED_NAME	1
سَكِينَةٌ	EXCLUDED_NAME	1
طَالُوتُ	EXCLUDED_NAME	1
جَالُوتَ	EXCLUDED_NAME	1
تُرَابٌ	EXCLUDED_NAME	1
الْإِسْلَامُ	EXCLUDED_NAME	1
مَالِكَ	EXCLUDED_NAME	1
إِسْرَائِيلُ	EXCLUDED_NAME	1
حِجُّ	EXCLUDED_NAME	1
نِحْلَةً	EXCLUDED_NAME	1
أَرْضُ	EXCLUDED_NAME	1
مَطَرٍ	EXCLUDED_NAME	1
اللهِ	EXCLUDED_NAME	1
الْإِسْلَامَ	EXCLUDED_NAME	1
لِسَانِ	EXCLUDED_NAME	1
الْكَعْبَةِ	EXCLUDED_NAME	1
الْكَعْبَةَ	EXCLUDED_NAME	1
طَائِرٍ	EXCLUDED_NAME	1
وَرَقَةٍ	EXCLUDED_NAME	1
آزَرَ	EXCLUDED_NAME	1
خِنْزِيرٍ	EXCLUDED_NAME	1
سَلَّمَ	EXCLUDED_NAME	1
حُنَيْنٍ	EXCLUDED_NAME	1
عُزَيْرٌ	EXCLUDED_NAME	1
أُذُنُ	EXCLUDED_NAME	1
الْجُودِيِّ	EXCLUDED_NAME	1
دَرَاهِمَ	EXCLUDED_NAME	1
أَذَّنَ	EXCLUDED_NAME	1
الْأَصْنَامَ	EXCLUDED_NAME	1
لِسَانُ	EXCLUDED_NAME	1
لِسَانٌ	EXCLUDED_NAME	1
السَّبْتُ	EXCLUDED_NAME	1
جَنَاحَ	EXCLUDED_NAME	1
مَلِكٌ	EXCLUDED_NAME	1
سَفِينَةٍ	EXCLUDED_NAME	1
الْفِرْدَوْسِ	EXCLUDED_NAME	1
إِدْرِيسَ	EXCLUDED_NAME	1
حَيَّةٌ	EXCLUDED_NAME	1
شَجَرَةِ	EXCLUDED_NAME	1
غَنَمُ	EXCLUDED_NAME	1
حَدِيدٍ	EXCLUDED_NAME	1
أُذِنَ	EXCLUDED_NAME	1
صَوَامِعُ	EXCLUDED_NAME	1
الْفِرْدَوْسَ	EXCLUDED_NAME	1
مَطَرَ	EXCLUDED_NAME	1
هُودٌ	EXCLUDED_NAME	1
شُعَيْبٌ	EXCLUDED_NAME	1
وَادٍ	EXCLUDED_NAME	1
وَادِ	EXCLUDED_NAME	1
سَبَإٍ	EXCLUDED_NAME	1
قَارُونَ	EXCLUDED_NAME	1
قَارُونُ	EXCLUDED_NAME	1
الرُّومُ	EXCLUDED_NAME	1
لُقْمَانَ	EXCLUDED_NAME	1
لُقْمَانُ	EXCLUDED_NAME	1
أَرْضٍ	EXCLUDED_NAME	1
مَلَكُ	EXCLUDED_NAME	1
يَثْرِبَ	EXCLUDED_NAME	1
زَيْدٌ	EXCLUDED_NAME	1
سَابِغَاتٍ	EXCLUDED_NAME	1
الْجِنُّ	EXCLUDED_NAME	1
إِبْلِيسُ	EXCLUDED_NAME	1
شَجَرَةُ	EXCLUDED_NAME	1
شَجَرَةٌ	EXCLUDED_NAME	1
إِلْيَاسَ	EXCLUDED_NAME	1
شَجَرَةً	EXCLUDED_NAME	1
الْجِنَّةُ	EXCLUDED_NAME	1
أَيُّوبَ	EXCLUDED_NAME	1
الْعَرْشَ	EXCLUDED_NAME	1
قَلْبِ	EXCLUDED_NAME	1
مُحَمَّدٍ	EXCLUDED_NAME	1
لَبَنٍ	EXCLUDED_NAME	1
خَمْرٍ	EXCLUDED_NAME	1
عَسَلٍ	EXCLUDED_NAME	1
مَكَّةَ	EXCLUDED_NAME	1
حَدِيدٌ	EXCLUDED_NAME	1
قَلْبٌ	EXCLUDED_NAME	1
لُؤْلُؤٌ	EXCLUDED_NAME	1
سُلَّمٌ	EXCLUDED_NAME	1
السِّدْرَةَ	EXCLUDED_NAME	1
اللَّاتَ	EXCLUDED_NAME	1
مَلَكٍ	EXCLUDED_NAME	1
أَجِنَّةٌ	EXCLUDED_NAME	1
الشِّعْرَى	EXCLUDED_NAME	1
زَقُّومٍ	EXCLUDED_NAME	1
أَحْمَدُ	EXCLUDED_NAME	1
أَنْصَارَ	EXCLUDED_NAME	1
الْجُمُعَةِ	EXCLUDED_NAME	1
لَظَى	EXCLUDED_NAME	1
يَغُوثَ	EXCLUDED_NAME	1
سَقَرُ	EXCLUDED_NAME	1
بَرِقَ	EXCLUDED_NAME	1
سِجِّينٍ	EXCLUDED_NAME	1
سِجِّينٌ	EXCLUDED_NAME	1
الْبُرُوجِ	EXCLUDED_NAME	1
عَيْنٌ	EXCLUDED_NAME	1
إِرَمَ	EXCLUDED_NAME	1
عَلَقٍ	EXCLUDED_NAME	1
نَاصِيَةٍ	EXCLUDED_NAME	1
قُرَيْشٍ	EXCLUDED_NAME	1
مَلِكِ	EXCLUDED_NAME	1
